objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00117,Be Kind to Animals Week ,Meridian Library District,1984-05-02,"Bob Gregory of the Boise animal shelter brought along some friends to the Meridian Library for Be Kind to Animals Week. Here, the children look at and hold a kitten.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 55",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00117.jpg,/objects/small/col012_mldimages_00117_sm.jpg,/objects/thumbs/col012_mldimages_00117_th.jpg,,
col12_00118,Go For the Gold Summer Reading in the Dairy Days Parade,Meridian Library District,1984-06-01,The Meridian Library had staff and patrons walk in the Meridian Dairy Days Parade. During the parade they promoted the library's Go For the Gold olypmic games themed summer reading program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 58",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00118.jpg,/objects/small/col012_mldimages_00118_sm.jpg,/objects/thumbs/col012_mldimages_00118_th.jpg,,
col12_00119,Go For the Gold Summer Reading in the Dairy Days Parade,Meridian Library District,1984-06-01,The Meridian Library had staff and patrons walk in the Meridian Dairy Days Parade. During the parade they promoted the library's Go For the Gold olypmic games themed summer reading program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 58",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00119.jpg,/objects/small/col012_mldimages_00119_sm.jpg,/objects/thumbs/col012_mldimages_00119_th.jpg,,
col12_00120,"Lighting the ""Reading Flame""",Meridian Library District,1984-06-19,"Lighting the ""Reading Flame"" for the Opening Ceremonies of the library's Go For the Gold Summer Reading Program. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00120.jpg,/objects/small/col012_mldimages_00120_sm.jpg,/objects/thumbs/col012_mldimages_00120_th.jpg,,
col12_00121,Bob Bodine talks about Running,Meridian Library District,1984-06-19,Bob Bodine talks to children about running as part of the Opening Ceremonies of the Go For the Gold Summer Reading Program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00121.jpg,/objects/small/col012_mldimages_00121_sm.jpg,/objects/thumbs/col012_mldimages_00121_th.jpg,,
col12_00122,Bob Bodine talks about Running,Meridian Library District,1984-06-19,Bob Bodine talks to children about running as part of the Opening Ceremonies of the Go For the Gold Summer Reading Program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00122.jpg,/objects/small/col012_mldimages_00122_sm.jpg,/objects/thumbs/col012_mldimages_00122_th.jpg,,
col12_00123,Bob Bodine Jogs with the Children,Meridian Library District,1984-06-19,"Bob Bodine teaches the children about sprinting, jogging, and running. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00123.jpg,/objects/small/col012_mldimages_00123_sm.jpg,/objects/thumbs/col012_mldimages_00123_th.jpg,,
col12_00124,Lisa and Karen from Boise YMCA,Meridian Library District,1984-06-26,Lisa and Karen from the Boise YMCA present the kids with a fitness test. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00124.jpg,/objects/small/col012_mldimages_00124_sm.jpg,/objects/thumbs/col012_mldimages_00124_th.jpg,,
col12_00125,Children doing Sit-Ups,Meridian Library District,1984-06-26,Lisa and Karen from the Boise YMCA engaged the children in a fitness test. This photo is the sit-ups portion of the test. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 09",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00125.jpg,/objects/small/col012_mldimages_00125_sm.jpg,/objects/thumbs/col012_mldimages_00125_th.jpg,,
col12_00126,Children doing Push-Ups,Meridian Library District,1984-06-26,Lisa and Karen from the Boise YMCA engaged the children in a fitness test. This portion is the push-ups portion of the test. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 09",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00126.jpg,/objects/small/col012_mldimages_00126_sm.jpg,/objects/thumbs/col012_mldimages_00126_th.jpg,,
col12_00127,Josh D'Errico Explains his Olympic Poster,Meridian Library District,1984-07-03,Josh D'Errico created presents an Olympic Poster he made for the library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 5, Page 09",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00127.jpg,/objects/small/col012_mldimages_00127_sm.jpg,/objects/thumbs/col012_mldimages_00127_th.jpg,,
col12_00128,Gem State Gymnastics Academy of Boise Performs,Meridian Library District,1984-07-10,Girls from the Gem State Gymnastics Academy in Boise perform various gymnastics excercises as part of the library's Go For the Gold Summer Reading Program events.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 10",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00128.jpg,/objects/small/col012_mldimages_00128_sm.jpg,/objects/thumbs/col012_mldimages_00128_th.jpg,,
col12_00129,"Albert, The Running Bear",Meridian Library District,1984-07-07,"Amy and Carma Skoro visit Albert the Running Bear. Albert the Running Bear was on loan from the Nampa Library, and is in reference to the book The Adventures of Albert the Running Bear. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 5, Page 11",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00129.jpg,/objects/small/col012_mldimages_00129_sm.jpg,/objects/thumbs/col012_mldimages_00129_th.jpg,,
col12_00130,Peter Rabbit Visits the Library,Meridian Library District,1984-07-05,"Peter Rabbit visits the Meridian Library for a few weeks from from the Idaho State Library. On a July 5th storytime celebrating Peter's birthday the library had stories, film strips, records, and carrot muffins and lemonade. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 11",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00130.jpg,/objects/small/col012_mldimages_00130_sm.jpg,/objects/thumbs/col012_mldimages_00130_th.jpg,,
col12_00131,The Patriots Twirling Team at the Library,Meridian Library District,1984-07-24,The Patriots Twirling team performs for an event at the Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 14",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00131.jpg,/objects/small/col012_mldimages_00131_sm.jpg,/objects/thumbs/col012_mldimages_00131_th.jpg,,
col12_00132,Frontier Preschool at the Meridian Library,Meridian Library District,1984-09,The Frontier Preschool visits the Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 23",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00132.jpg,/objects/small/col012_mldimages_00132_sm.jpg,/objects/thumbs/col012_mldimages_00132_th.jpg,,
col12_00133,Library Holds Book Sale,Meridian Library District,1984-09-26,People browse the Meridian Library's book sale.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 24",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00133.jpg,/objects/small/col012_mldimages_00133_sm.jpg,/objects/thumbs/col012_mldimages_00133_th.jpg,,
col12_00134,Ralph with Hermie the Snake,Meridian Library District,1984-10-16,Children watch Hermie the Snake as Ralph leads a library event. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 27",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00134.jpg,/objects/small/col012_mldimages_00134_sm.jpg,/objects/thumbs/col012_mldimages_00134_th.jpg,,
col12_00135,Children Watch Sesame Street Puppet Show,Meridian Library District,1984-10-18,Children sit on the floor watching a Sesame Street puppet show. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 27",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00135.jpg,/objects/small/col012_mldimages_00135_sm.jpg,/objects/thumbs/col012_mldimages_00135_th.jpg,,
col12_00136,Good Bear Day Storytime,Meridian Library District,1984-10-27,Children sit on floor with their teddy bears to listen to Good Bear Day storytime. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 28",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00136.jpg,/objects/small/col012_mldimages_00136_sm.jpg,/objects/thumbs/col012_mldimages_00136_th.jpg,,
col12_00137,Pat Rabehl Hard at Work,Meridian Library District,1985-06-07,"Pat Rabehl hard at work at her desk, with a ""Seek Your Own Adventure--Read"" parade sign in the background. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 28",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00137.jpg,/objects/small/col012_mldimages_00137_sm.jpg,/objects/thumbs/col012_mldimages_00137_th.jpg,,
col12_00138,"Pat Rabehl, Donna Ugarriza, and Laura Oberbillig at Work",Meridian Library District,1985-06-07,"Pat, Donna, and Laura getting ready for the Dairy Days Parade by working with paper streamers. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 41",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00138.jpg,/objects/small/col012_mldimages_00138_sm.jpg,/objects/thumbs/col012_mldimages_00138_th.jpg,,
col12_00139,Donna Ugarriza as Spider Woman during Storytime,Meridian Library District,1985,Donna Ugarriza shows off her extra limbs during a crowded story hour. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 46",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00139.jpg,/objects/small/col012_mldimages_00139_sm.jpg,/objects/thumbs/col012_mldimages_00139_th.jpg,,
col12_00140,Story Hour at the Library ,Meridian Library District,1985,Denice Evans leads story hour at the Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00140.jpg,/objects/small/col012_mldimages_00140_sm.jpg,/objects/thumbs/col012_mldimages_00140_th.jpg,,
col12_00141,Story Hour at the Library ,Meridian Library District,1985,Laura Oberbillig reads a book to children during story hour. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00141.jpg,/objects/small/col012_mldimages_00141_sm.jpg,/objects/thumbs/col012_mldimages_00141_th.jpg,,
col12_00142,Story Hour at the Library ,Meridian Library District,1985,Laura Oberbillig pantomiming sleep during story hour. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 5, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00142.jpg,/objects/small/col012_mldimages_00142_sm.jpg,/objects/thumbs/col012_mldimages_00142_th.jpg,,
col12_00143,Billy Bob from Show Biz Pizza visits the Library,Meridian Library District,1985,Billy Bob from Show Biz Pizza visits the library to talk with kids at story hour. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00143.jpg,/objects/small/col012_mldimages_00143_sm.jpg,/objects/thumbs/col012_mldimages_00143_th.jpg,,
col12_00144,Suzanne and Andrea D'Errico,Meridian Library District,1985,Suzanne D'Errico shows Andrea a small gift at a going away part for Suzanne as she heads to a new job in Washington. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 48",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00144.jpg,/objects/small/col012_mldimages_00144_sm.jpg,/objects/thumbs/col012_mldimages_00144_th.jpg,,
col12_00145,Bunny from Swiss Village Cheese Visits the Library,Meridian Library District,1986,Bunny from Swiss Village Cheese visits the library to spend time with the kids. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00145.jpg,/objects/small/col012_mldimages_00145_sm.jpg,/objects/thumbs/col012_mldimages_00145_th.jpg,,
col12_00146,Bunny from Swiss Village Cheese with Alycia,Meridian Library District,1986,Bunny from Swiss Village Cheese with Alycia,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00146.jpg,/objects/small/col012_mldimages_00146_sm.jpg,/objects/thumbs/col012_mldimages_00146_th.jpg,,
col12_00147,"Donna Ugarriza, Marion Baker, and Nancy Spear",Meridian Library District,1986-03,"Meridian Library employees Donna Ugarriza, Marion Baker, and Nancy Spear.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 5, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00147.jpg,/objects/small/col012_mldimages_00147_sm.jpg,/objects/thumbs/col012_mldimages_00147_th.jpg,,
col12_00148,Land Purchased by Library for Cherry Lane Branch,Meridian Library District,1995-06,"In June of 1995, The Meridian Library District purchased this land for the new Cherry Lane Library Branch. Located at 1326 W Cherry Lane.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 02",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00148.jpg,/objects/small/col012_mldimages_00148_sm.jpg,/objects/thumbs/col012_mldimages_00148_th.jpg,,
col12_00149,Drilling for New Library Sign Announcement,Meridian Library District,1995-06,"Drilling on newly purchased land for ""Future Home of Meridian Library"" sign. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 02",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00149.jpg,/objects/small/col012_mldimages_00149_sm.jpg,/objects/thumbs/col012_mldimages_00149_th.jpg,,
col12_00150,"""Future Home of Meridian Library""",Meridian Library District,1995-06,"""The Future Home of the Meridian Library"" sign posted encouraging residents to vote ""Yes"" for the library on November 7th. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 02",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00150.jpg,/objects/small/col012_mldimages_00150_sm.jpg,/objects/thumbs/col012_mldimages_00150_th.jpg,,
col12_00151,The Old Meridian Library Getting too Full,Meridian Library District,1995,Picture depciting both the popularity and the crowdedness of events at the old Meridian Library building. The newly planned Cherry Lane Library building was to bring a needed relief to the community.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 03",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00151.jpg,/objects/small/col012_mldimages_00151_sm.jpg,/objects/thumbs/col012_mldimages_00151_th.jpg,,
col12_00152,Computer Space at the Old Meridian Library,Meridian Library District,1995,Computer use at the old Meridian Public Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 03",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00152.jpg,/objects/small/col012_mldimages_00152_sm.jpg,/objects/thumbs/col012_mldimages_00152_th.jpg,,
col12_00153,Patrons Browse Shelves at Old Meridian Library,Meridian Library District,1995,"Patrons browse shelves at the old Meridian Library building on Idaho Street. This very year, plans were underway for a new and larger library to be built on Cherry Lane.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 03",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00153.jpg,/objects/small/col012_mldimages_00153_sm.jpg,/objects/thumbs/col012_mldimages_00153_th.jpg,,
col12_00154,Ground Breaking Ceremony for New Cherry Lane Branch,Meridian Library District,1996-05-20,"People gather for the May 20, 1996 ground breaking for the new Cherry Lane library building. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 05",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00154.jpg,/objects/small/col012_mldimages_00154_sm.jpg,/objects/thumbs/col012_mldimages_00154_th.jpg,,
col12_00155,Future Patrons of the New Cherry Lane Library Building,Meridian Library District,1996-05-20,Future patrons of the new Cherry Lane Library building wait in anticipation of the groundbreaking ceremony.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 06",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00155.jpg,/objects/small/col012_mldimages_00155_sm.jpg,/objects/thumbs/col012_mldimages_00155_th.jpg,,
col12_00156,Little Girl Waits for Ground Breaking Ceremony,Meridian Library District,1996-05-20,A little girl sits down prior to the Cherry Lane Library building ground breaking ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 06",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00156.jpg,/objects/small/col012_mldimages_00156_sm.jpg,/objects/thumbs/col012_mldimages_00156_th.jpg,,
col12_00157,Mayor Corrie Speaks at the Cherry Lane Ground Breaking,Meridian Library District,1996-05-20,"Meridian Mayor Bob Corrie speaks at the Cherry Lane library ground breaking ceremony. From Left to Right: Mayor Bob Corrie, Meridian Chamber of Commerce president John Berg, and Meridian Library Director Patty Younger. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00157.jpg,/objects/small/col012_mldimages_00157_sm.jpg,/objects/thumbs/col012_mldimages_00157_th.jpg,,
col12_00158,John Berg Speaks at the Cherry Lane Ground Breaking,Meridian Library District,1996-05-20,"Meridian Chamber of Commerce President John Berg speaks at the Cherry Lane library ground breaking ceremony. On Berg's right is Mayor Bob Corrie, and on his left is Meridian Library Director Patty Younger.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00158.jpg,/objects/small/col012_mldimages_00158_sm.jpg,/objects/thumbs/col012_mldimages_00158_th.jpg,,
col12_00159,Patty Younger Speaks at Cherry Lane Ground Breaking,Meridian Library District,1996-05-20,Meridian Library Director Patty Younger speaks at the Cherry Lane library ground breaking ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00159.jpg,/objects/small/col012_mldimages_00159_sm.jpg,/objects/thumbs/col012_mldimages_00159_th.jpg,,
